niveau,code_commune,code_province,code_region,code_pays,nom,nom_province,nom_region,centroid_lon,centroid_lat,centroid_x_3857,centroid_y_3857
commune,MA-03-531-0701,MA-03-531,MA-03,MA,Ain Mediouna,Taounate,Fès-Meknès,-4.527144,34.485505,-503959.3597613601,4094181.2749493164
commune,MA-03-531-0703,MA-03-531,MA-03,MA,Bni Oulid,Taounate,Fès-Meknès,-4.396135,34.538358,-489375.5457636677,4101321.4664962813
commune,MA-03-531-0915,MA-03-531,MA-03,MA,Oulad Ayyad,Taounate,Fès-Meknès,-4.664603,34.092324,-519261.23060588946,4041205.673805098
commune,MA-03-531-0917,MA-03-531,MA-03,MA,Oulad Daoud,Taounate,Fès-Meknès,-4.761429,34.431518,-530039.9050851671,4086892.6002317164
commune,MA-03-531-0919,MA-03-531,MA-03,MA,Outabouabane,Taounate,Fès-Meknès,-4.391551,34.242207,-488865.2122261862,4061371.0608478095
commune,MA-03-531-0911,MA-03-531,MA-03,MA,Messassa,Taounate,Fès-Meknès,-4.527101,34.256756,-503954.5965422017,4063330.39337672
commune,MA-03-531-0913,MA-03-531,MA-03,MA,Oued Jemaa,Taounate,Fès-Meknès,-4.798858,34.236919,-534206.479553923,4060658.970659057
commune,MA-03-531-0903,MA-03-531,MA-03,MA,Ain Legdah,Taounate,Fès-Meknès,-4.497157,34.170588,-500621.25664903445,4051730.8984649116
commune,MA-03-531-0905,MA-03-531,MA-03,MA,Ain Maatouf,Taounate,Fès-Meknès,-4.544514,34.434097,-505893.0245129006,4087240.704722855
commune,MA-03-531-0907,MA-03-531,MA-03,MA,Bouarouss,Taounate,Fès-Meknès,-4.818853,34.395216,-536432.2713734747,4081994.146883431
commune,MA-03-531-0909,MA-03-531,MA-03,MA,El Bsabsa,Taounate,Fès-Meknès,-4.718953,34.314346,-525311.4590194974,4071089.539010388
commune,MA-03-531-0901,MA-03-531,MA-03,MA,Ain Aicha,Taounate,Fès-Meknès,-4.63176,34.405693,-515605.20915072976,4083407.6426479924
commune,MA-03-531-0323,MA-03-531,MA-03,MA,Timezgana,Taounate,Fès-Meknès,-4.73037,34.647032,-526582.4329966618,4116017.0617288677
commune,MA-03-531-0321,MA-03-531,MA-03,MA,Tafrant,Taounate,Fès-Meknès,-5.096947,34.656338,-567389.5836950629,4117276.390325794
commune,MA-03-531-0103,MA-03-531,MA-03,MA,Karia Ba Mohamed,Taounate,Fès-Meknès,-5.210533,34.362682,-580033.9150190837,4077605.9937384017
commune,MA-03-531-0105,MA-03-531,MA-03,MA,Taounate,Taounate,Fès-Meknès,-4.650909,34.530323,-517736.8740998845,4100235.6640010336
commune,MA-03-531-0107,MA-03-531,MA-03,MA,Thar Es-Souk,Taounate,Fès-Meknès,-4.269257,34.646937,-475251.5160101399,4116004.254809483
commune,MA-03-531-0109,MA-03-531,MA-03,MA,Tissa,Taounate,Fès-Meknès,-4.656544,34.304655,-518364.15503695724,4069783.430199541
commune,MA-03-531-0101,MA-03-531,MA-03,MA,Rhafsai,Taounate,Fès-Meknès,-4.914487,34.627256,-547078.2018456969,4113341.326016311
commune,MA-03-531-0721,MA-03-531,MA-03,MA,Zrizer,Taounate,Fès-Meknès,-4.639926,34.5958,-516514.1858677394,4109086.747514893
commune,MA-03-531-0511,MA-03-531,MA-03,MA,Mkansa,Taounate,Fès-Meknès,-5.392724,34.335183,-600315.243105747,4073898.1754825767
commune,MA-03-531-0513,MA-03-531,MA-03,MA,Moulay Abdelkrim,Taounate,Fès-Meknès,-5.224075,34.474381,-581541.3509198814,4092679.0035351124
commune,MA-03-531-0515,MA-03-531,MA-03,MA,Moulay Bouchta,Taounate,Fès-Meknès,-5.138249,34.516094,-571987.2314774778,4098313.1596871037
commune,MA-03-531-0517,MA-03-531,MA-03,MA,Sidi El Abed,Taounate,Fès-Meknès,-5.044956,34.317942,-561601.8923353287,4071574.2316163476
commune,MA-03-531-0507,MA-03-531,MA-03,MA,Jbabra,Taounate,Fès-Meknès,-4.996469,34.442213,-556204.3301268658,4088336.1518086726
commune,MA-03-531-0509,MA-03-531,MA-03,MA,Loulja,Taounate,Fès-Meknès,-4.908392,34.295863,-546399.6766650476,4068598.7428715555
commune,MA-03-531-0501,MA-03-531,MA-03,MA,Bni Snous,Taounate,Fès-Meknès,-5.164275,34.356997,-574884.4561847174,4076839.3716725493
commune,MA-03-531-0503,MA-03-531,MA-03,MA,Bouchabel,Taounate,Fès-Meknès,-5.06063,34.398936,-563346.7743427919,4082495.9737446494
commune,MA-03-531-0505,MA-03-531,MA-03,MA,Rhouazi,Taounate,Fès-Meknès,-5.325214,34.44337,-592800.0886749078,4088492.240881703
province,,MA-03-561,MA-03,MA,Taza,Taza,Fès-Meknès,-4.136026,34.278879,-460420.3492713472,4066310.367986734
commune,MA-03-561-1111,MA-03-561,MA-03,MA,Taifa,Taza,Fès-Meknès,-4.062505,34.360055,-452235.95592954324,4077251.6897912985
commune,MA-03-561-1113,MA-03-561,MA-03,MA,Tainaste,Taza,Fès-Meknès,-4.145104,34.581865,-461430.8627226483,4107202.4690519907
commune,MA-03-561-1115,MA-03-561,MA-03,MA,Traiba,Taza,Fès-Meknès,-3.974585,34.409707,-442448.82606708806,4083949.2374035213
commune,MA-03-561-1107,MA-03-561,MA-03,MA,Kaf El Ghar,Taza,Fès-Meknès,-4.272296,34.536299,-475589.80837483174,4101043.28594528
commune,MA-03-561-1109,MA-03-561,MA-03,MA,Msila,Taza,Fès-Meknès,-4.18033,34.442259,-465352.1592718265,4088342.269492085
commune,MA-03-561-1101,MA-03-561,MA-03,MA,Bni Ftah,Taza,Fès-Meknès,-4.012253,34.519866,-446642.00671261403,4098822.827172745
commune,MA-03-561-1103,MA-03-561,MA-03,MA,Brarha,Taza,Fès-Meknès,-4.34784,34.457483,-483999.302436774,4090397.552213099
commune,MA-03-561-1105,MA-03-561,MA-03,MA,El Gouzate,Taza,Fès-Meknès,-4.134581,34.499842,-460259.4692403673,4096117.7440524474
commune,MA-03-561-1311,MA-03-561,MA-03,MA,Meknassa Al Gharbia,Taza,Fès-Meknès,-4.069899,34.268587,-453059.05145463266,4064923.906873227
commune,MA-03-561-1313,MA-03-561,MA-03,MA,Oulad Chrif,Taza,Fès-Meknès,-4.166482,34.283133,-463810.70352853526,4066883.524193822
commune,MA-03-561-1315,MA-03-561,MA-03,MA,Maghraoua,Taza,Fès-Meknès,-4.017339,33.950149,-447208.13494260807,4022110.2084133103
commune,MA-03-561-1305,MA-03-561,MA-03,MA,Bni Lent,Taza,Fès-Meknès,-4.179037,34.338667,-465208.28179504746,4074367.8224275587
commune,MA-03-561-1307,MA-03-561,MA-03,MA,Galdamane,Taza,Fès-Meknès,-3.911616,34.150119,-435439.09880880907,4048977.196034127
commune,MA-03-561-1309,MA-03-561,MA-03,MA,Meknassa Acharqia,Taza,Fès-Meknès,-3.892567,34.362991,-433318.5941152296,4077647.5674426905
commune,MA-03-561-1301,MA-03-561,MA-03,MA,Bab Boudir,Taza,Fès-Meknès,-4.116423,34.088222,-458238.13651055685,4040654.2459916184
commune,MA-03-561-1303,MA-03-561,MA-03,MA,Bab Marzouka,Taza,Fès-Meknès,-4.097494,34.1924,-456130.90586434084,4054665.950623053
commune,MA-03-561-0709,MA-03-561,MA-03,MA,Oulad Zbair,Taza,Fès-Meknès,-4.285569,34.298153,-477067.3193504835,4068907.2660375787
commune,MA-03-561-0701,MA-03-561,MA-03,MA,Bni Frassen,Taza,Fès-Meknès,-4.386035,34.36264,-488251.13300326804,4077600.2614615182
commune,MA-03-561-0703,MA-03-561,MA-03,MA,Bouchfaa,Taza,Fès-Meknès,-4.287046,34.087821,-477231.81340110156,4040600.382279669
commune,MA-03-561-0705,MA-03-561,MA-03,MA,Bouhlou,Taza,Fès-Meknès,-4.362012,34.155091,-485576.97886168706,4049646.0642739236
commune,MA-03-561-0707,MA-03-561,MA-03,MA,Ghiata Al Gharbia,Taza,Fès-Meknès,-4.266202,34.168583,-474911.4745314239,4051461.168527283
commune,MA-03-561-0711,MA-03-561,MA-03,MA,Rbaa El Fouki,Taza,Fès-Meknès,-4.265603,34.389982,-474844.7205334689,4081288.0071651316
commune,MA-03-561-0907,MA-03-561,MA-03,MA,Matmata,Taza,Fès-Meknès,-4.476461,34.097097,-498317.33907093026,4041847.244344672
commune,MA-03-561-0909,MA-03-561,MA-03,MA,Smia,Taza,Fès-Meknès,-4.284838,34.006768,-476986.00530591974,4029710.882043577
commune,MA-03-561-0901,MA-03-561,MA-03,MA,Ait Saghrouchen,Taza,Fès-Meknès,-4.480477,33.969973,-498764.40811479103,4024770.8237579027
commune,MA-03-561-0903,MA-03-561,MA-03,MA,Bouyablane,Taza,Fès-Meknès,-4.057141,33.746954,-451638.84325649706,3994874.5329829566
commune,MA-03-561-0911,MA-03-561,MA-03,MA,Tazarine,Taza,Fès-Meknès,-4.163546,33.914367,-463483.8129646091,4017309.417416991
commune,MA-03-561-0913,MA-03-561,MA-03,MA,Zrarda,Taza,Fès-Meknès,-4.355456,33.932188,-484847.18302090256,4019700.222462626
commune,MA-03-561-0305,MA-03-561,MA-03,MA,Gzenaya Al Janoubia,Taza,Fès-Meknès,-3.979234,34.638373,-442966.3218672016,4114845.486332604
commune,MA-03-561-0307,MA-03-561,MA-03,MA,Jbarna,Taza,Fès-Meknès,-3.851009,34.522545,-428692.32733855146,4099184.6788230184
commune,MA-03-561-0309,MA-03-561,MA-03,MA,Sidi Ali Bourakba,Taza,Fès-Meknès,-3.71331,34.823639,-413363.7757067968,4139940.1443769285
commune,MA-03-561-0301,MA-03-561,MA-03,MA,Ajdir,Taza,Fès-Meknès,-3.934192,34.770111,-437952.2137450827,4132683.799157588
commune,MA-03-561-0303,MA-03-561,MA-03,MA,Bourd,Taza,Fès-Meknès,-4.08816,34.745158,-455091.9420239012,4129302.837934576
commune,MA-03-561-0311,MA-03-561,MA-03,MA,Tizi Ouasli,Taza,Fès-Meknès,-3.724429,34.747698,-414601.5244721346,4129646.883790069
commune,MA-03-561-0107,MA-03-561,MA-03,MA,Tahla,Taza,Fès-Meknès,-4.423296,34.052466,-492399.1112116679,4035849.1300469954
commune,MA-03-561-0101,MA-03-561,MA-03,MA,Aknoul,Taza,Fès-Meknès,-3.865341,34.654734,-430287.7486098153,4117059.2700171284
commune,MA-03-561-0105,MA-03-561,MA-03,MA,Ouad Amlil,Taza,Fès-Meknès,-4.26269,34.188397,-474520.4652572626,4054127.3454266684
commune,MA-03-561-0111,MA-03-561,MA-03,MA,Taza,Taza,Fès-Meknès,-4.002678,34.2258,-445576.08723851736,4059161.8855277672
province,,MA-03-591,MA-03,MA,Moulay Yacoub,Moulay Yacoub,Fès-Meknès,-4.999788,34.112087,-556573.8798649524,4043862.54289056
commune,MA-03-591-0505,MA-03-591,MA-03,MA,Louadaine,Moulay Yacoub,Fès-Meknès,-4.957547,34.228076,-551871.626105533,4059468.265410316
commune,MA-03-591-0507,MA-03-591,MA-03,MA,Oulad Mimoun,Moulay Yacoub,Fès-Meknès,-5.049027,34.234932,-562055.143630259,4060391.4461248782
commune,MA-03-591-0509,MA-03-591,MA-03,MA,Sidi Daoud,Moulay Yacoub,Fès-Meknès,-5.176263,34.258384,-576219.0023799553,4063549.6093106978
commune,MA-03-591-0501,MA-03-591,MA-03,MA,Ain Bou Ali,Moulay Yacoub,Fès-Meknès,-4.99859,34.12416,-556440.5219879667,4045485.90522126
commune,MA-03-591-0502,MA-03-591,MA-03,MA,Ain Kansara,Moulay Yacoub,Fès-Meknès,-4.843767,34.115568,-539205.6895533798,4044330.5609570285
commune,MA-03-591-0503,MA-03-591,MA-03,MA,Laajajra,Moulay Yacoub,Fès-Meknès,-5.12974,34.186797,-571039.9995301318,4053911.895767874
commune,MA-03-591-0101,MA-03-591,MA-03,MA,Moulay Yacoub,Moulay Yacoub,Fès-Meknès,-5.186174,34.099027,-577322.2086290177,4042106.684803534
commune,MA-03-591-0307,MA-03-591,MA-03,MA,Sebt Loudaya,Moulay Yacoub,Fès-Meknès,-5.313904,34.217224,-591541.0441476271,4058007.281182838
commune,MA-03-591-0103,MA-03-591,MA-03,MA,Ain Chkef,Moulay Yacoub,Fès-Meknès,-5.088703,33.968543,-566471.8706114098,4024578.8795653754
commune,MA-03-591-0303,MA-03-591,MA-03,MA,Mikkes,Moulay Yacoub,Fès-Meknès,-5.297518,34.120836,-589716.9839295051,4045038.9748912994
commune,MA-03-591-0305,MA-03-591,MA-03,MA,Sebaa Rouadi,Moulay Yacoub,Fès-Meknès,-5.12908,34.080713,-570966.6195420998,4039644.898357458
region,,,MA-04,MA,Rabat-Salé-Kénitra,,Rabat-Salé-Kénitra,-6.308978,34.094945,-702312.2131846296,4041557.936450143
province,,MA-04-281,MA-04,MA,Kénitra,Kénitra,Rabat-Salé-Kénitra,-6.346628,34.562867,-706503.3636598308,4104634.0963981026
commune,MA-04-281-0511,MA-04-281,MA-04,MA,Sidi Mohamed Benmansour,Kénitra,Rabat-Salé-Kénitra,-6.436591,34.525449,-716518.0087387976,4099577.0557077173
commune,MA-04-281-0705,MA-04-281,MA-04,MA,Kariat Ben Aouda,Kénitra,Rabat-Salé-Kénitra,-5.956533,34.775987,-663078.213110518,4133480.1383545967
commune,MA-04-281-0707,MA-04-281,MA-04,MA,Oued El Makhazine,Kénitra,Rabat-Salé-Kénitra,-5.823642,34.88622,-648284.8609535936,4148429.6265508067
commune,MA-04-281-0701,MA-04-281,MA-04,MA,Arbaoua,Kénitra,Rabat-Salé-Kénitra,-5.933716,34.916695,-660538.2392689954,4152566.0379887493
commune,MA-04-281-0703,MA-04-281,MA-04,MA,Beni Malek,Kénitra,Rabat-Salé-Kénitra,-6.008012,34.708846,-668808.8346483468,4124384.5700514023
commune,MA-04-281-0105,MA-04-281,MA-04,MA,Mehdya,Kénitra,Rabat-Salé-Kénitra,-6.664041,34.2435,-741837.6001558253,4061545.15359159
commune,MA-04-281-0101,MA-04-281,MA-04,MA,Kénitra,Kénitra,Rabat-Salé-Kénitra,-6.579101,34.258348,-732382.1267062714,4063544.82716731
commune,MA-04-281-0111,MA-04-281,MA-04,MA,Souk El Arbaa,Kénitra,Rabat-Salé-Kénitra,-5.994426,34.680656,-667296.4695031806,4120567.8746606167
commune,MA-04-281-0301,MA-04-281,MA-04,MA,Ameur Seflia,Kénitra,Rabat-Salé-Kénitra,-6.338571,34.261723,-705606.5102583487,4063999.397136812
commune,MA-04-281-0305,MA-04-281,MA-04,MA,Haddada,Kénitra,Rabat-Salé-Kénitra,-6.504439,34.19281,-724070.7869702909,4054721.20769042
commune,MA-04-281-0113,MA-04-281,MA-04,MA,Sidi Taibi,Kénitra,Rabat-Salé-Kénitra,-6.65251,34.180543,-740554.0032843575,4053070.3270305274
commune,MA-04-281-0311,MA-04-281,MA-04,MA,Ouled Slama,Kénitra,Rabat-Salé-Kénitra,-6.45548,34.343897,-718620.7907420502,4075072.9399333983
commune,MA-04-281-1111,MA-04-281,MA-04,MA,Sidi Boubker El Haj,Kénitra,Rabat-Salé-Kénitra,-6.053588,34.922678,-673882.3647028054,4153378.4103499097
commune,MA-04-281-1105,MA-04-281,MA-04,MA,Lalla Mimouna,Kénitra,Rabat-Salé-Kénitra,-6.05749,34.832437,-674316.6801733271,4141133.2184006223
commune,MA-04-281-1107,MA-04-281,MA-04,MA,Moulay Bousselham,Kénitra,Rabat-Salé-Kénitra,-6.227406,34.883057,-693231.700959172,4148000.43764585
commune,MA-04-281-1103,MA-04-281,MA-04,MA,Chouafaa,Kénitra,Rabat-Salé-Kénitra,-6.183326,34.944101,-688324.7485323016,4156287.2743841456
commune,MA-04-281-0909,MA-04-281,MA-04,MA,Sidi Allal Tazi,Kénitra,Rabat-Salé-Kénitra,-6.258495,34.570977,-696692.5236801073,4105730.4364643022
commune,MA-04-281-0901,MA-04-281,MA-04,MA,Bahhara Ouled Ayad,Kénitra,Rabat-Salé-Kénitra,-6.30225,34.757931,-701563.3135272737,4131033.4648746923
commune,MA-04-281-0915,MA-04-281,MA-04,MA,Souk Tlet El Gharb,Kénitra,Rabat-Salé-Kénitra,-6.174064,34.653406,-687293.6084143191,4116879.636047744
commune,MA-04-281-0913,MA-04-281,MA-04,MA,Sidi Mohamed Lahmar,Kénitra,Rabat-Salé-Kénitra,-6.21759,34.743692,-692138.9753613665,4129104.2622736553
commune,MA-04-281-0507,MA-04-281,MA-04,MA,Mnasra,Kénitra,Rabat-Salé-Kénitra,-6.536579,34.36704,-727648.6787500384,4078193.6185303624
commune,MA-04-281-0509,MA-04-281,MA-04,MA,Mograne,Kénitra,Rabat-Salé-Kénitra,-6.341376,34.451783,-705918.7289633263,4089627.9336628364
commune,MA-04-281-0503,MA-04-281,MA-04,MA,Ben Mansour,Kénitra,Rabat-Salé-Kénitra,-6.367226,34.613303,-708796.4075265846,4111454.0160483224
province,,MA-04-291,MA-04,MA,Khémisset,Khémisset,Rabat-Salé-Kénitra,-6.265171,33.663829,-697435.6614042444,3983751.2864011554
commune,MA-04-291-0711,MA-04-291,MA-04,MA,Laghoualem,Khémisset,Rabat-Salé-Kénitra,-6.716807,33.376369,-747711.5445754195,3945367.835810038
commune,MA-04-291-0713,MA-04-291,MA-04,MA,Marchouch,Khémisset,Rabat-Salé-Kénitra,-6.678501,33.56008,-743447.2796535718,3969883.3167131376
commune,MA-04-291-0715,MA-04-291,MA-04,MA,My Driss Aghbal,Khémisset,Rabat-Salé-Kénitra,-6.559076,33.715613,-730153.0506830687,3990679.3579065716
commune,MA-04-291-0707,MA-04-291,MA-04,MA,Ezzhiliga,Khémisset,Rabat-Salé-Kénitra,-6.509994,33.308542,-724689.1839859298,3936329.7758318195
commune,MA-04-291-0709,MA-04-291,MA-04,MA,Jemaat Moul Blad,Khémisset,Rabat-Salé-Kénitra,-6.456615,33.662386,-718747.1236295691,3983558.2592046913
commune,MA-04-291-0701,MA-04-291,MA-04,MA,Ain Sbit,Khémisset,Rabat-Salé-Kénitra,-6.442331,33.48473,-717156.962969111,3959821.9618160585
commune,MA-04-291-0705,MA-04-291,MA-04,MA,Brachoua,Khémisset,Rabat-Salé-Kénitra,-6.657746,33.715133,-741136.9073700355,3990615.12835087
commune,MA-04-291-0919,MA-04-291,MA-04,MA,Ait Ali Ou Lahcen,Khémisset,Rabat-Salé-Kénitra,-6.489937,34.041354,-722456.4441488498,4034356.176205103
commune,MA-04-291-0911,MA-04-291,MA-04,MA,M'qam Tolba,Khémisset,Rabat-Salé-Kénitra,-6.260825,34.020291,-696951.890459595,4031526.896252457
commune,MA-04-291-0913,MA-04-291,MA-04,MA,Sidi Abderrazak,Khémisset,Rabat-Salé-Kénitra,-6.157038,34.03018,-685398.3342698326,4032855.163764166
commune,MA-04-291-0905,MA-04-291,MA-04,MA,Ait Bouyahia El Hajjama,Khémisset,Rabat-Salé-Kénitra,-6.255912,33.874362,-696404.9789260114,4011944.374685387
commune,MA-04-291-0907,MA-04-291,MA-04,MA,Ait Malek,Khémisset,Rabat-Salé-Kénitra,-6.476212,33.957894,-720928.6746706346,4023149.6600732976
commune,MA-04-291-0909,MA-04-291,MA-04,MA,Khemis Sidi Yahya,Khémisset,Rabat-Salé-Kénitra,-6.228369,33.797274,-693338.8614077524,4001613.2283692406
commune,MA-04-291-0902,MA-04-291,MA-04,MA,Ain Johra-Sidi Boukhalkhal,Khémisset,Rabat-Salé-Kénitra,-6.33899,34.009171,-705653.1462215842,4030033.547485182
commune,MA-04-291-0903,MA-04-291,MA-04,MA,Ait Belkacem,Khémisset,Rabat-Salé-Kénitra,-6.384897,33.822567,-710763.5296100709,4005001.915245546
commune,MA-04-291-0313,MA-04-291,MA-04,MA,Sfassif,Khémisset,Rabat-Salé-Kénitra,-5.842614,33.928163,-650396.8358240214,4019160.1711062095
commune,MA-04-291-0315,MA-04-291,MA-04,MA,Sidi Allal Lamsadder,Khémisset,Rabat-Salé-Kénitra,-6.128585,33.888721,-682230.999401004,4013869.79276479
commune,MA-04-291-0317,MA-04-291,MA-04,MA,Sidi El Rhandour,Khémisset,Rabat-Salé-Kénitra,-6.035667,33.865377,-671887.3479066647,4010739.755733894
commune,MA-04-291-0311,MA-04-291,MA-04,MA,Majmaa Tolba,Khémisset,Rabat-Salé-Kénitra,-5.977759,33.71967,-665441.0984145794,3991222.381676975
commune,MA-04-291-0303,MA-04-291,MA-04,MA,Ait Ouribel,Khémisset,Rabat-Salé-Kénitra,-6.123474,33.774703,-681662.0285756201,3998590.085013014
commune,MA-04-291-0305,MA-04-291,MA-04,MA,Ait Siberne,Khémisset,Rabat-Salé-Kénitra,-5.89778,33.849863,-656537.8985339431,4008660.0933621423
commune,MA-04-291-0307,MA-04-291,MA-04,MA,Ait Yadine,Khémisset,Rabat-Salé-Kénitra,-5.99547,33.950466,-667412.6617399333,4022152.7871775404
commune,MA-04-291-0309,MA-04-291,MA-04,MA,El Ganzra,Khémisset,Rabat-Salé-Kénitra,-5.958395,34.036299,-663285.5187942499,4033677.102023757
commune,MA-04-291-0301,MA-04-291,MA-04,MA,Ait Mimoune,Khémisset,Rabat-Salé-Kénitra,-5.854171,33.664028,-651683.3836200859,3983777.9438405
commune,MA-04-291-0511,MA-04-291,MA-04,MA,Oulmes,Khémisset,Rabat-Salé-Kénitra,-6.015526,33.39083,-669645.3092299743,3947295.708320351
commune,MA-04-291-0513,MA-04-291,MA-04,MA,Tiddas,Khémisset,Rabat-Salé-Kénitra,-6.240437,33.563295,-694682.2341796297,3970312.8571459316
commune,MA-04-291-0509,MA-04-291,MA-04,MA,Maaziz,Khémisset,Rabat-Salé-Kénitra,-6.353259,33.706194,-707241.5973584545,3989419.0183310118
commune,MA-04-291-0501,MA-04-291,MA-04,MA,Ait Ichou,Khémisset,Rabat-Salé-Kénitra,-6.038715,33.533259,-672226.6278993511,3966301.00089895
commune,MA-04-291-0503,MA-04-291,MA-04,MA,Ait Ikkou,Khémisset,Rabat-Salé-Kénitra,-6.087039,33.651508,-677606.0575967863,3982103.4707122967
commune,MA-04-291-0505,MA-04-291,MA-04,MA,Bouqachmir,Khémisset,Rabat-Salé-Kénitra,-5.895842,33.484053,-656322.1569293493,3959731.57092284
commune,MA-04-291-0507,MA-04-291,MA-04,MA,Houderrane,Khémisset,Rabat-Salé-Kénitra,-6.260691,33.718545,-696936.8894520123,3991071.788973024
commune,MA-04-291-0117,MA-04-291,MA-04,MA,Sidi Allal El Bahraoui,Khémisset,Rabat-Salé-Kénitra,-6.534155,34.004726,-727378.8580535825,4029436.642261473
commune,MA-04-291-0105,MA-04-291,MA-04,MA,Tiflet,Khémisset,Rabat-Salé-Kénitra,-6.326116,33.892892,-704219.968884459,4014429.028135566
commune,MA-04-291-0101,MA-04-291,MA-04,MA,Khémisset,Khémisset,Rabat-Salé-Kénitra,-6.081092,33.822681,-676944.0338428598,4005017.154809883
commune,MA-04-291-0103,MA-04-291,MA-04,MA,Rommani,Khémisset,Rabat-Salé-Kénitra,-6.606025,33.530488,-735379.3852523827,3965930.982666117
province,,MA-04-421,MA-04,MA,Rabat,Rabat,Rabat-Salé-Kénitra,-6.846981,33.960956,-762202.48971584,4023560.571664001
commune,MA-04-421-0103,MA-04-421,MA-04,MA,El Youssoufia,Rabat,Rabat-Salé-Kénitra,-6.81015,33.991945,-758102.4412217323,4027720.5134300813
commune,MA-04-421-0105,MA-04-421,MA-04,MA,Hassan,Rabat,Rabat-Salé-Kénitra,-6.82326,34.020363,-759561.8193399846,4031536.5762102045
commune,MA-04-421-0106,MA-04-421,MA-04,MA,Souissi,Rabat,Rabat-Salé-Kénitra,-6.81718,33.9452,-758884.9855967308,4021446.136816049
commune,MA-04-421-0107,MA-04-421,MA-04,MA,Touarga,Rabat,Rabat-Salé-Kénitra,-6.832417,34.00603,-760581.1799982417,4029611.765519948
commune,MA-04-421-0109,MA-04-421,MA-04,MA,Yacoub El Mansour,Rabat,Rabat-Salé-Kénitra,-6.893496,33.972106,-767380.4399912127,4025057.134540535
commune,MA-04-421-0101,MA-04-421,MA-04,MA,Agdal Riyad,Rabat,Rabat-Salé-Kénitra,-6.871316,33.973877,-764911.444777966,4025294.8294725753
province,,MA-04-441,MA-04,MA,Salé,Salé,Rabat-Salé-Kénitra,-6.676419,33.98119,-743215.5234097068,4026276.569260023
commune,MA-04-441-0105,MA-04-441,MA-04,MA,Bettana,Salé,Rabat-Salé-Kénitra,-6.792449,34.026623,-756131.9789191568,4032377.4327021614
commune,MA-04-441-0106,MA-04-441,MA-04,MA,Hssaine,Salé,Rabat-Salé-Kénitra,-6.738741,33.983888,-750153.2612911327,4026638.825656565
commune,MA-04-441-0107,MA-04-441,MA-04,MA,Layayda,Salé,Rabat-Salé-Kénitra,-6.756871,34.060854,-752171.4873325019,4036976.100724072
commune,MA-04-441-0108,MA-04-441,MA-04,MA,Sidi Bouknadel,Salé,Rabat-Salé-Kénitra,-6.72515,34.134191,-748640.2961171994,4046834.8386109197
commune,MA-04-441-0109,MA-04-441,MA-04,MA,Tabriquet,Salé,Rabat-Salé-Kénitra,-6.788413,34.055004,-755682.6252118465,4036190.0796201564
commune,MA-04-441-0103,MA-04-441,MA-04,MA,Bab Lamrissa,Salé,Rabat-Salé-Kénitra,-6.81717,34.050243,-758883.8769881912,4035550.4578721067
commune,MA-04-441-0113,MA-04-441,MA-04,MA,Ameur,Salé,Rabat-Salé-Kénitra,-6.647762,34.093248,-740025.4257802828,4041329.8237414155
commune,MA-04-441-0111,MA-04-441,MA-04,MA,Shoul,Salé,Rabat-Salé-Kénitra,-6.648462,33.915738,-740103.4479953414,4017493.2508831546
province,,MA-04-481,MA-04,MA,Sidi Kacem,Sidi Kacem,Rabat-Salé-Kénitra,-5.583341,34.48343,-621534.6351647595,4093901.1087506963
commune,MA-04-481-0721,MA-04-481,MA-04,MA,Taoughilt,Sidi Kacem,Rabat-Salé-Kénitra,-5.509856,34.414529,-613354.407328249,4084599.82011277
commune,MA-04-481-0719,MA-04-481,MA-04,MA,Sidi M'hamed Chelh,Sidi Kacem,Rabat-Salé-Kénitra,-5.781844,34.476351,-643631.905888192,4092945.12877574
commune,MA-04-481-0711,MA-04-481,MA-04,MA,Oulad Nouel,Sidi Kacem,Rabat-Salé-Kénitra,-5.657471,34.498947,-629786.8309637978,4095996.8238574285
commune,MA-04-481-0909,MA-04-481,MA-04,MA,Tekna,Sidi Kacem,Rabat-Salé-Kénitra,-5.554764,34.343602,-618353.4495990984,4075033.198877918
commune,MA-04-481-0901,MA-04-481,MA-04,MA,Bab Tiouka,Sidi Kacem,Rabat-Salé-Kénitra,-5.641057,34.21581,-627959.641735486,4057816.946815177
commune,MA-04-481-0903,MA-04-481,MA-04,MA,Bir Taleb,Sidi Kacem,Rabat-Salé-Kénitra,-5.658935,34.341969,-629949.7864336718,4074813.0473628463
commune,MA-04-481-0905,MA-04-481,MA-04,MA,Chbanate,Sidi Kacem,Rabat-Salé-Kénitra,-5.745817,34.305364,-639621.4028714444,4069879.0702651534
commune,MA-04-481-0907,MA-04-481,MA-04,MA,Selfat,Sidi Kacem,Rabat-Salé-Kénitra,-5.490155,34.23754,-611161.2670578486,4060742.5504406635
commune,MA-04-481-0913,MA-04-481,MA-04,MA,Zirara,Sidi Kacem,Rabat-Salé-Kénitra,-5.768239,34.225669,-642117.3931039758,4059144.2572010364
commune,MA-04-481-0911,MA-04-481,MA-04,MA,Zaggota,Sidi Kacem,Rabat-Salé-Kénitra,-5.573402,34.187696,-620428.3118125685,4054032.9099496333
commune,MA-04-481-0101,MA-04-481,MA-04,MA,Dar Gueddari,Sidi Kacem,Rabat-Salé-Kénitra,-6.097538,34.421384,-678774.779368344,4085524.907580981
