report_title,report_url,pdf_filename,page_number,row_number,Code localité,Localité,Montant des crédits,Montant des dépôts,Nombre Guichets,periode
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",5,3,563,TAZNAKHT,51541,372574,3,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",5,4,825,TEMARA,7978525,15122991,84,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",5,5,30,TEMSIA,47252,250931,4,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",5,6,313,TENDRARA,67851,120133,3,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",5,7,720,TETOUAN,5918090,20912147,71,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",5,8,664,THAR ES-SOUK,29742,277842,3,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",5,9,374,TIFLET,851666,2459144,13,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",5,10,559,TINEGHIR,268325,2239780,9,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",5,11,226,TINEJDAD,73312,719067,5,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",5,12,675,TISSA,107156,282607,4,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",5,13,797,TIT MELLIL,600405,1903322,11,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",5,14,701,TIZI OUSLI,16522,300816,3,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",5,15,750,TIZNIT,1345901,7314548,32,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",5,16,607,YOUSSOUFIA,446974,1512817,8,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",5,17,565,ZAGORA,238070,1192930,8,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",5,18,389,ZAIDA,108904,135307,3,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",5,19,519,ZAIO,165509,2322044,8,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",5,20,99,ZAOUIAT CHEIKH,90139,465699,5,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",5,21,507,ZEGHANGHANE,99985,2024998,7,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 02-2026","https://www.bkam.ma/content/download/846711/9157406/Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 02 2026.pdf",5,22,186,ZMAMRA,194498,864909,5,02-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,1,10,AGADIR,28085506,40694457,172,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,2,566,AGDZ,69165,326318,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,3,97,AGHBALA,105562,164417,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,4,493,AGOURAI,50703,353512,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,5,576,AHFIR,192352,2062194,9,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,6,827,AIN ATTIG,155352,265590,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,7,583,AIN BENI MATHAR,66418,387051,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,8,822,AIN EL AOUDA,425189,895408,6,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,9,796,AIN HARROUDA,835373,1638936,10,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,10,492,AIN TAOUJDATE,308941,1371318,8,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,11,502,AIN ZOHRA,5373,475650,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,12,12,AIT BAHA,61435,380475,6,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,13,386,AIT ISHAK,27182,180036,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,14,22,AIT MELLOUL,4055618,6742286,34,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,15,454,AIT OURIR,131247,712093,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,16,697,AJDIR,16329,316776,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,17,577,AKLIM,68918,959902,5,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,18,696,AKNOUL,40473,563625,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,19,732,AL AAOUAMRA,63646,345948,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,20,515,AL AAROUI,280278,5178688,13,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,21,50,AL HOCEIMA,1074123,6352559,29,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,22,461,AMIZMIZ,82422,251583,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,23,43,AOULOUZ,57273,328976,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,24,17,AOURIR,52800,535456,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,25,643,ASILAH,307824,1892314,8,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,26,323,ASSA,143049,160821,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,27,176,AZEMMOUR,600120,1283526,10,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,28,70,AZILAL,320194,962065,12,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,29,425,AZROU,907801,1755274,12,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,30,405,BEJAAD,254996,1319135,6,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,31,13,BELFAA,121456,985081,6,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,32,615,BEN AHMED,362506,1746404,8,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,33,201,BEN GUERIR,870309,1934951,17,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,34,110,BEN SLIMANE,1062052,2414675,14,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,35,523,BEN TIB,41880,2013542,7,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,36,511,BENI ANSAR,202950,1696371,7,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,37,571,BENI DRAR,45707,549789,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,38,90,BENI MELLAL,3343982,11425262,50,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,39,575,BERKANE,2397443,11559106,46,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,40,621,BERRECHID,4032649,6298081,38,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,41,286,BHALIL,19404,228418,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,42,11,BIOUGRA,498149,2219190,13,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,43,177,BIR JDID,189374,721348,6,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,44,55,BNI BOUAYACH,67159,1494155,5,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,45,122,BNI YAKHLEF,185180,469125,5,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,46,312,BOUARFA,248968,652695,5,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,47,527,BOUDINAR,17509,922452,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,48,212,BOUDNIB,88012,169809,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,49,481,BOUFAKRANE,120785,530589,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,50,325,BOUIZAKARNE,129892,648238,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",1,51,130,BOUJDOUR,278503,931437,6,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,1,401,BOUJNIBA,76056,384410,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,2,140,BOULEMANE,82270,394354,10,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,3,555,BOUMALEN DADES,65518,703231,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,4,395,BOUMIA,85430,213763,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,5,791,BOUSKOURA,1013276,3174188,15,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,6,121,BOUZNIKA,639608,2349551,14,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,7,108,BRADIA,52855,721615,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,8,780,CASABLANCA,779217160,436886087,1050,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,9,150,CHEFCHAOUEN,475884,1407517,10,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,10,601,CHEMAIA,159923,489772,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,11,465,CHICHAOUA,254492,775422,8,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,12,530,DAKHLA,2072487,4928769,25,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,13,792,DAR BOUAZZA,532847,1563252,12,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,14,503,DAR KEBDANI,22162,1011953,3,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,15,94,DAR OULD ZIDOUH,52905,659722,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,16,20,DCHEIRA EL JIHADIA,703179,2196791,13,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,17,81,DEMNATE,137590,925465,5,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,18,624,DEROUA,299064,643386,6,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,19,501,DRIOUCH,131807,3583526,10,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,20,626,EL BOROUJ,105272,1075955,5,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,21,622,EL GARA,93518,467647,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,22,31,EL GUERDANE,61896,369780,4,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,23,491,EL HAJEB,620827,1643621,14,01-2026
"Répartition par localités, des guichets, des dépôts et des crédits 01-2026","https://www.bkam.ma/content/download/846710/9157404/Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf","Répartition par localités, des guichets, des dépôts et des crédits 01 2026.pdf",2,24,170,EL JADIDA,9227719,15572689,77,01-2026
